lr,epsilon,k_epochs,discount,batch_size,rewards,ppo
0.0003,0.1,10,0.99,64,"[4.0, 5.0, 5.0, 12.0, 9.0, 6.0, 9.0, 13.0, 19.0, 8.0, 6.0, 12.0, 20.0, 8.0, 9.0, 7.0, 9.0, 4.0, 13.0, 5.0, 10.0, 5.0, 6.0, 13.0, 6.0, 19.0, 14.0, 4.0, 9.0, 5.0, 12.0, 5.0, 10.0, 6.0, 7.0, 4.0, 4.0, 6.0, 13.0, 6.0, 15.0, 6.0, 7.0, 33.0, 8.0, 26.0, 7.0, 18.0, 6.0, 5.0, 16.0, 10.0, 16.0, 15.0, 39.0, 11.0, 13.0, 26.0, 16.0, 31.0, 34.0, 17.0, 18.0, 14.0, 22.0, 32.0, 18.0, 41.0, 9.0, 36.0, 36.0, 13.0, 46.0, 42.0, 32.0, 46.0, 10.0, 38.0, 4.0, 84.0, 21.0, 9.0, 55.0, 48.0, 38.0, 47.0, 14.0, 13.0, 79.0, 44.0, 64.0, 71.0, 65.0, 22.0, 27.0, 40.0, 8.0, 68.0, 42.0, 54.0, 22.0, 20.0, 74.0, 84.0, 46.0, 75.0, 194.0, 126.0, 183.0, 136.0, 56.0, 125.0, 87.0, 122.0, 156.0, 238.0, 141.0, 107.0, 67.0, 99.0, 101.0, 89.0, 67.0, 175.0, 68.0, 69.0, 87.0, 174.0, 107.0, 94.0, 172.0, 213.0, 270.0, 168.0, 175.0, 172.0, 213.0, 160.0, 166.0, 230.0, 251.0, 249.0, 207.0, 212.0, 192.0, 133.0, 126.0, 72.0, 67.0, 139.0, 144.0, 118.0, 86.0, 114.0, 105.0, 142.0, 134.0, 128.0, 111.0, 172.0, 137.0, 147.0, 147.0, 124.0, 109.0, 98.0, 160.0, 138.0, 127.0, 124.0, 129.0, 168.0, 231.0, 30.0, 80.0, 196.0, 148.0, 161.0, 182.0, 238.0, 232.0, 188.0, 251.0, 647.0, 590.0, 235.0, 310.0, 192.0, 693.0, 1000.0, 1000.0, 1000.0, 502.0, 1000.0, 625.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 665.0, 264.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 246.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 142.0, 808.0, 1000.0, 1000.0, 314.0, 313.0, 198.0, 1000.0, 408.0, 204.0, 483.0, 1000.0, 1000.0, 633.0, 1000.0, 478.0, 1000.0, 1000.0, 950.0, 806.0, 726.0, 1000.0, 1000.0, 855.0, 237.0, 293.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 293.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 551.0, 1000.0, 479.0, 535.0, 348.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 452.0, 274.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 803.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 718.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 379.0, 892.0, 783.0, 1000.0, 615.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 621.0, 471.0, 1000.0, 1000.0, 1000.0, 1000.0, 529.0, 926.0, 937.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 978.0, 161.0, 178.0, 140.0, 68.0, 72.0, 61.0, 89.0, 270.0, 264.0, 413.0, 166.0, 42.0, 64.0, 466.0, 29.0, 49.0, 25.0, 71.0, 71.0, 52.0, 112.0, 64.0, 84.0, 63.0, 169.0, 75.0, 227.0, 189.0, 235.0, 827.0, 592.0, 328.0, 417.0, 1000.0, 350.0, 1000.0, 175.0, 729.0, 641.0, 339.0, 503.0, 182.0, 1000.0, 1000.0, 224.0, 1000.0, 224.0, 169.0, 317.0, 1000.0, 797.0, 207.0, 1000.0, 448.0, 182.0, 1000.0, 491.0, 739.0, 189.0, 158.0, 149.0, 1000.0, 224.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 463.0, 796.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 53.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 775.0, 1000.0, 6.0, 1000.0, 24.0, 524.0, 193.0, 165.0, 1000.0, 956.0, 1000.0, 1000.0, 1000.0, 991.0, 1000.0, 547.0, 241.0, 987.0, 933.0, 1000.0, 84.0, 1000.0, 322.0, 245.0, 182.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 410.0, 1000.0, 1000.0, 1000.0, 420.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 943.0, 853.0, 96.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 807.0, 1000.0, 1000.0, 46.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 803.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 785.0, 369.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 622.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 644.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 794.0, 790.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 449.0, 121.0, 310.0, 193.0, 169.0, 77.0, 120.0, 96.0, 132.0, 131.0, 1000.0, 694.0, 1000.0, 205.0, 58.0, 403.0, 179.0, 239.0, 157.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 89.0, 421.0, 165.0, 1000.0, 196.0, 1000.0, 181.0, 1000.0, 265.0, 1000.0, 679.0, 822.0, 165.0, 1000.0, 776.0, 62.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 923.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 401.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 230.0, 524.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 485.0, 1000.0, 951.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 733.0, 163.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0]",<__main__.PPOAgent object at 0x0000018AB97648F0>
0.0003,0.2,10,0.99,64,"[5.0, 8.0, 8.0, 4.0, 12.0, 11.0, 5.0, 4.0, 8.0, 4.0, 5.0, 14.0, 7.0, 5.0, 4.0, 16.0, 5.0, 5.0, 8.0, 10.0, 4.0, 4.0, 14.0, 11.0, 7.0, 6.0, 6.0, 5.0, 17.0, 10.0, 11.0, 14.0, 5.0, 11.0, 7.0, 4.0, 5.0, 8.0, 11.0, 30.0, 16.0, 7.0, 9.0, 40.0, 6.0, 12.0, 15.0, 6.0, 3.0, 7.0, 25.0, 11.0, 10.0, 11.0, 32.0, 17.0, 10.0, 17.0, 51.0, 11.0, 16.0, 41.0, 18.0, 5.0, 14.0, 16.0, 12.0, 41.0, 9.0, 20.0, 58.0, 28.0, 21.0, 40.0, 61.0, 86.0, 21.0, 83.0, 75.0, 36.0, 68.0, 42.0, 26.0, 64.0, 54.0, 64.0, 35.0, 50.0, 56.0, 65.0, 60.0, 56.0, 18.0, 53.0, 202.0, 46.0, 76.0, 112.0, 97.0, 82.0, 73.0, 95.0, 63.0, 68.0, 61.0, 51.0, 45.0, 29.0, 42.0, 47.0, 40.0, 38.0, 13.0, 45.0, 78.0, 13.0, 88.0, 60.0, 80.0, 105.0, 129.0, 103.0, 155.0, 160.0, 132.0, 112.0, 61.0, 72.0, 81.0, 93.0, 60.0, 72.0, 121.0, 130.0, 41.0, 106.0, 206.0, 64.0, 56.0, 37.0, 60.0, 64.0, 57.0, 51.0, 66.0, 45.0, 71.0, 155.0, 88.0, 93.0, 134.0, 118.0, 106.0, 118.0, 69.0, 117.0, 72.0, 199.0, 304.0, 60.0, 184.0, 284.0, 75.0, 122.0, 126.0, 119.0, 66.0, 60.0, 95.0, 219.0, 83.0, 70.0, 177.0, 81.0, 159.0, 108.0, 102.0, 314.0, 247.0, 175.0, 96.0, 155.0, 795.0, 333.0, 275.0, 203.0, 216.0, 254.0, 249.0, 288.0, 1000.0, 279.0, 236.0, 206.0, 254.0, 165.0, 174.0, 169.0, 248.0, 1000.0, 1000.0, 1000.0, 810.0, 1000.0, 1000.0, 1000.0, 687.0, 346.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 224.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 571.0, 619.0, 198.0, 5.0, 17.0, 1000.0, 306.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 549.0, 537.0, 203.0, 307.0, 396.0, 1000.0, 238.0, 358.0, 95.0, 26.0, 127.0, 86.0, 67.0, 9.0, 14.0, 11.0, 9.0, 8.0, 12.0, 10.0, 9.0, 23.0, 9.0, 4.0, 30.0, 9.0, 21.0, 11.0, 23.0, 11.0, 17.0, 16.0, 15.0, 9.0, 14.0, 12.0, 34.0, 19.0, 42.0, 22.0, 22.0, 21.0, 8.0, 24.0, 14.0, 24.0, 158.0, 20.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 235.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 944.0, 365.0, 148.0, 108.0, 99.0, 92.0, 242.0, 128.0, 145.0, 116.0, 1000.0, 1000.0, 670.0, 549.0, 11.0, 693.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 869.0, 73.0, 93.0, 1000.0, 1000.0, 1000.0, 889.0, 215.0, 1000.0, 1000.0, 1000.0, 442.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 398.0, 87.0, 64.0, 64.0, 52.0, 51.0, 42.0, 60.0, 52.0, 61.0, 67.0, 14.0, 64.0, 68.0, 108.0, 136.0, 617.0, 231.0, 900.0, 112.0, 105.0, 129.0, 110.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 178.0, 1000.0, 1000.0, 345.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 953.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 934.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 621.0, 1000.0, 1000.0, 559.0, 1000.0, 1000.0, 1000.0, 385.0, 817.0, 198.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 576.0, 1000.0, 1000.0, 1000.0, 740.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 491.0, 1000.0, 1000.0, 998.0, 208.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 869.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 281.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 695.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 221.0, 768.0, 1000.0, 315.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 225.0, 134.0, 228.0, 53.0, 23.0, 67.0, 104.0, 30.0, 44.0, 211.0, 207.0, 1000.0, 382.0, 617.0, 425.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 343.0, 292.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 916.0, 1000.0, 1000.0, 992.0, 160.0, 1000.0, 1000.0, 300.0, 1000.0, 251.0, 536.0, 27.0, 92.0, 1000.0, 993.0, 88.0, 34.0, 433.0, 101.0, 61.0, 377.0, 45.0, 6.0, 189.0, 122.0, 57.0, 10.0, 30.0, 92.0, 853.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 604.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 850.0, 304.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 168.0, 1000.0, 171.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 174.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 427.0, 1000.0, 924.0, 1000.0, 119.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 83.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0]",<__main__.PPOAgent object at 0x0000018AB6ADF6B0>
