2	16	2	0	3	20
10	20	1	0	9	17
2	47	2	0	3	51
2	52	2	0	2	57
4	56	1	0	5	53
13	15	2	0	14	17
12	21	1	0	11	18
2	53	2	0	3	57
4	23	1	0	2	19
1	59	2	0	2	63
1	63	2	0	9	56
10	15	2	0	10	19
4	37	2	0	5	39
2	21	1	0	4	19
14	22	2	0	12	24
7	59	1	0	7	55
5	9	1	0	5	5
6	25	2	0	5	28
7	52	2	0	6	55
7	2	2	0	7	8
5	32	2	0	5	35
15	8	1	0	11	20
15	21	2	0	13	23
3	62	2	0	4	47
4	20	1	0	2	16
14	6	1	0	14	2
11	16	1	0	12	13
4	13	2	0	4	17
10	23	2	0	8	27
1	44	2	0	2	48
4	49	1	0	3	46
4	63	2	0	4	47
3	49	1	0	2	47
10	13	2	0	10	17
3	30	1	0	5	28
3	47	2	0	1	52
7	54	2	0	5	58
20	57	1	0	9	56
21	23	1	0	18	19
5	18	1	0	6	15
2	22	1	0	3	19
8	34	1	0	11	20
6	62	1	0	7	59
2	38	1	0	2	35
2	34	2	0	3	38
16	16	1	0	16	12
9	50	1	0	7	46
13	23	2	0	16	16
5	17	2	0	5	21
3	55	2	0	1	60
5	62	1	0	6	59
19	10	2	0	20	14
2	31	1	0	3	29
20	61	1	0	20	57
4	55	1	0	3	52
12	23	1	0	10	19
12	3	1	0	13	2
3	63	2	0	4	47
2	32	1	0	3	30
1	38	1	0	2	36
8	39	1	0	9	35
6	9	2	0	6	13
10	53	2	0	9	56
11	60	2	0	13	64
5	33	2	0	5	36
5	57	1	0	5	53
3	51	2	0	2	55
3	36	1	0	3	33
9	20	1	0	8	17
12	13	1	0	12	9
4	57	1	0	4	53
17	57	2	0	17	59
2	33	2	0	3	37
6	20	1	0	4	16
4	62	2	0	9	56
9	17	1	0	10	14
12	15	2	0	13	18
2	45	1	0	2	42
2	29	1	0	3	26
7	46	2	0	5	50
3	32	2	0	3	37
21	14	2	0	21	19
24	9	2	0	25	12
10	21	2	0	8	25
10	24	1	0	9	21
9	16	1	0	10	13
10	59	1	0	10	55
11	7	2	0	11	11
6	31	2	0	7	33
3	40	1	0	1	37
7	52	1	0	6	49
17	8	1	0	16	16
13	14	1	0	13	9
3	21	1	0	4	18
15	13	2	0	16	16
1	60	1	0	1	57
22	12	1	0	24	10
12	11	2	0	13	14
7	4	1	0	8	3
3	50	1	0	2	48
1	47	1	0	1	44
9	60	2	0	12	63
11	56	2	0	11	60
7	22	2	0	6	25
18	18	1	0	18	15
5	36	2	0	5	39
11	8	1	0	11	4
2	41	1	0	3	39
4	27	1	0	2	23
8	3	2	0	9	8
5	57	2	0	5	61
2	46	1	0	2	43
2	31	2	0	3	35
13	6	1	0	13	2
2	25	2	0	4	29
6	33	1	0	3	30
5	44	2	0	4	47
25	13	2	0	11	20
5	12	2	0	5	16
8	9	2	0	8	13
16	21	2	0	14	23
14	19	1	0	14	15
5	28	1	0	4	25
4	17	1	0	5	14
11	10	2	0	11	14
13	59	1	0	4	47
4	34	2	0	5	36
8	24	2	0	7	27
3	60	2	0	9	56
5	64	2	0	9	56
4	15	2	0	5	18
14	17	2	0	14	19
11	11	2	0	12	14
8	59	2	0	9	62
17	23	2	0	16	16
11	12	2	0	12	15
7	57	2	0	8	60
2	56	2	0	2	61
4	11	2	0	4	15
6	64	1	0	7	61
13	9	1	0	14	6
11	59	2	0	11	63
7	11	1	0	7	7
12	61	1	0	14	57
5	24	1	0	4	21
4	14	1	0	5	11
5	26	1	0	3	22
15	11	1	0	17	7
13	8	2	0	13	12
16	20	2	0	14	22
17	15	2	0	18	17
3	37	2	0	3	42
14	14	1	0	15	10
3	28	2	0	5	32
10	55	1	0	9	52
7	8	1	0	7	4
4	30	1	0	2	25
4	42	2	0	2	46
3	52	2	0	2	56
6	51	2	0	5	54
7	53	2	0	6	56
4	32	1	0	4	27
9	16	2	0	10	19
7	62	1	0	7	58
3	40	2	0	2	44
5	53	2	0	3	57
7	33	1	0	3	30
1	51	1	0	2	49
13	19	2	0	12	22
5	22	2	0	3	26
5	20	1	0	4	17
11	20	1	0	9	16
8	25	2	0	7	28
14	3	2	0	11	20
15	12	1	0	16	7
2	61	1	0	2	58
15	61	1	0	17	57
6	15	2	0	7	18
14	10	2	0	15	13
10	49	1	0	8	45
8	51	2	0	7	54
3	32	1	0	3	29
5	34	1	0	4	47
6	40	2	0	4	43
1	54	2	0	2	58
8	27	2	0	3	30
5	48	1	0	3	44
12	9	1	0	13	6
8	18	1	0	8	14
7	16	2	0	7	20
5	60	1	0	6	57
12	17	2	0	13	20
8	23	2	0	6	27
4	10	2	0	5	13
20	16	2	0	19	21
2	63	2	0	4	47
17	18	2	0	16	21
3	34	1	0	3	31
2	40	2	0	2	45
8	17	1	0	8	13
6	34	1	0	4	47
17	15	1	0	17	10
12	57	2	0	12	61
15	21	1	0	12	16
10	17	2	0	10	21
1	48	1	0	2	46
8	61	2	0	11	64
18	18	2	0	18	21
7	56	1	0	8	53
3	41	2	0	1	46
5	24	2	0	3	28
4	28	1	0	2	24
3	56	1	0	3	53
10	14	1	0	11	11
1	59	1	0	2	57
7	60	2	0	7	64
5	56	2	0	6	59
6	37	1	0	6	32
16	18	1	0	16	14
3	60	1	0	3	57
18	13	2	0	19	17
7	56	2	0	7	60
21	61	2	0	9	56
6	53	2	0	5	56
2	42	2	0	3	46
2	21	2	0	3	26
3	48	1	0	1	45
4	31	2	0	5	33
7	6	1	0	7	2
4	64	2	0	4	47
1	37	2	0	1	42
3	19	2	0	4	23
4	56	2	0	4	60
6	61	1	0	7	58
13	20	1	0	11	16
10	23	1	0	8	19
22	9	1	0	16	16
1	41	2	0	1	46
11	11	1	0	11	7
5	31	2	0	5	34
2	49	1	0	3	47
2	18	2	0	2	23
2	44	2	0	2	49
3	22	1	0	4	19
8	13	1	0	8	9
6	56	1	0	7	53
17	7	1	0	16	16
15	60	2	0	17	63
7	41	1	0	5	37
8	4	1	0	8	2
5	23	2	0	4	26
11	52	2	0	9	56
2	35	2	0	2	40
4	35	2	0	5	37
21	9	1	0	16	16
11	56	1	0	11	52
7	6	2	0	7	10
11	23	1	0	9	19
5	22	1	0	3	18
3	21	2	0	4	26
1	56	1	0	2	54
20	58	1	0	9	56
6	58	1	0	7	55
5	42	1	0	4	39
2	60	1	0	2	57
9	60	1	0	11	56
20	10	1	0	22	8
3	16	2	0	3	21
2	44	1	0	3	42
3	63	1	0	4	61
3	64	2	0	9	56
14	15	1	0	15	11
6	43	2	0	5	46
19	14	1	0	19	10
18	19	1	0	18	16
6	34	2	0	7	36
12	12	2	0	13	15
6	13	1	0	6	9
7	28	2	0	11	20
4	53	1	0	3	50
5	46	2	0	3	50
4	35	1	0	4	30
10	17	1	0	11	14
13	2	2	0	14	7
11	63	1	0	13	59
5	58	1	0	6	55
4	22	2	0	3	25
6	57	2	0	7	60
8	21	2	0	7	24
7	10	1	0	7	6
3	52	1	0	2	50
3	42	1	0	2	40
3	57	1	0	3	54
9	8	2	0	9	12
21	19	2	0	21	23
10	61	2	0	9	56
4	51	1	0	2	47
1	45	1	0	1	42
7	50	1	0	6	47
17	7	2	0	18	10
1	62	2	0	4	47
5	21	2	0	3	25
4	21	2	0	2	25
7	34	2	0	8	36
6	19	2	0	6	23
16	12	2	0	17	15
1	47	2	0	1	52
3	53	1	0	1	50
1	57	2	0	1	62
5	18	2	0	5	22
2	42	1	0	2	39
7	14	1	0	8	11
9	6	1	0	10	3
1	46	2	0	2	50
11	4	2	0	11	10
8	53	1	0	6	49
4	12	2	0	5	15
5	49	1	0	4	46
2	55	2	0	3	59
4	64	1	0	4	60
14	13	1	0	15	8
7	59	2	0	8	62
1	51	2	0	1	56
17	59	1	0	14	59
3	17	2	0	4	21
2	23	1	0	3	20
6	11	1	0	6	7
12	23	2	0	11	20
1	36	1	0	2	34
6	55	2	0	5	58
6	21	1	0	4	17
1	52	2	0	2	56
14	20	2	0	11	23
8	9	1	0	9	6
6	31	1	0	3	30
3	44	2	0	1	49
2	32	2	0	3	36
15	10	1	0	16	16
11	64	2	0	9	56
13	64	1	0	15	60
16	24	2	0	16	16
1	55	1	0	1	52
2	38	2	0	3	42
3	38	2	0	3	43
4	29	2	0	3	32
14	61	2	0	17	64
8	49	2	0	6	53
10	13	1	0	11	10
16	11	2	0	18	13
10	59	2	0	11	62
4	46	2	0	2	50
5	11	2	0	6	14
4	26	2	0	2	30
8	15	2	0	8	19
6	53	1	0	5	50
5	5	1	0	5	1
6	19	1	0	6	15
2	63	1	0	2	60
13	23	1	0	10	19
4	47	1	0	2	43
4	38	1	0	5	34
11	64	1	0	14	61
5	23	1	0	3	19
2	23	2	0	4	27
6	7	1	0	7	4
4	46	1	0	2	42
2	61	2	0	9	56
16	14	2	0	17	16
11	14	2	0	12	17
18	15	2	0	18	19
7	26	1	0	5	22
1	48	2	0	2	52
2	36	1	0	2	33
2	27	2	0	3	32
2	46	2	0	3	50
8	58	1	0	9	55
19	12	1	0	21	9
2	39	1	0	2	36
2	57	1	0	2	54
15	13	1	0	17	9
1	34	1	0	1	31
5	50	2	0	3	54
9	21	1	0	8	18
7	2	1	0	11	20
13	2	1	0	11	20
7	21	1	0	5	17
10	15	1	0	11	12
3	46	2	0	1	51
7	17	2	0	7	21
5	41	1	0	4	38
12	19	2	0	12	23
6	60	1	0	6	56
5	13	1	0	5	9
10	1	2	0	11	6
1	49	2	0	1	54
17	11	2	0	18	14
1	39	1	0	2	37
5	33	1	0	4	47
2	28	1	0	4	26
8	60	1	0	11	57
3	23	2	0	5	27
4	63	1	0	4	59
6	10	2	0	6	14
2	43	2	0	3	47
3	41	1	0	2	39
4	60	1	0	5	57
7	4	2	0	7	10
5	37	1	0	5	32
8	57	2	0	8	61
13	64	2	0	9	56
5	64	1	0	5	60
3	16	1	0	4	14
8	36	2	0	8	39
16	7	2	0	16	11
9	24	2	0	8	27
2	60	2	0	9	56
8	37	1	0	9	56
2	62	2	0	4	47
5	63	1	0	5	59
10	3	2	0	11	8
6	51	1	0	4	47
2	20	1	0	3	17
2	27	1	0	4	25
11	2	1	0	11	20
2	37	2	0	3	41
3	20	2	0	4	25
20	11	1	0	22	9
15	16	2	0	15	18
3	22	2	0	4	27
7	22	1	0	5	18
3	30	2	0	4	35
10	55	2	0	9	58
6	32	1	0	3	30
8	23	1	0	7	20
9	19	1	0	10	16
14	9	2	0	15	12
9	56	2	0	10	59
4	24	1	0	2	20
25	8	1	0	11	20
7	20	1	0	6	17
4	18	2	0	4	22
18	8	2	0	19	11
4	36	2	0	5	38
2	40	1	0	2	37
1	58	1	0	2	56
5	19	2	0	5	23
8	2	1	0	9	56
11	22	1	0	10	19
4	29	1	0	3	26
14	62	2	0	14	59
2	48	1	0	2	45
2	41	2	0	3	45
5	54	1	0	3	50
8	63	2	0	7	56
10	21	1	0	9	18
15	60	1	0	18	56
5	55	1	0	4	52
2	36	2	0	2	41
5	38	2	0	6	40
3	17	1	0	3	14
12	63	2	0	9	56
6	17	1	0	7	14
5	14	1	0	6	11
3	35	1	0	3	32
6	49	2	0	4	53
11	60	1	0	9	56
4	41	1	0	3	38
7	38	1	0	8	34
5	20	2	0	3	24
2	35	1	0	3	33
18	14	2	0	18	18
13	62	2	0	9	56
12	21	2	0	11	24
5	53	1	0	4	50
2	51	1	0	2	48
7	53	1	0	5	49
5	42	2	0	3	46
2	50	1	0	3	48
5	16	1	0	6	13
3	49	2	0	2	53
3	37	1	0	4	35
16	12	1	0	17	7
13	4	2	0	14	9
11	21	2	0	10	24
10	63	2	0	9	56
3	36	2	0	4	40
8	14	1	0	9	11
12	22	1	0	11	19
5	63	2	0	9	56
15	18	2	0	14	21
9	20	2	0	7	24
5	54	2	0	4	57
1	60	2	0	9	56
14	10	1	0	11	20
4	41	2	0	3	44
6	39	2	0	7	41
13	11	2	0	14	14
14	7	1	0	11	20
11	25	2	0	16	16
7	34	1	0	4	47
5	38	1	0	6	34
12	17	1	0	12	13
14	16	2	0	14	18
16	59	2	0	17	61
8	58	2	0	8	62
1	43	2	0	2	47
12	57	1	0	9	56
3	31	1	0	3	28
4	28	2	0	2	32
16	59	1	0	9	56
2	58	1	0	3	56
5	13	2	0	5	17
6	32	2	0	7	34
3	56	2	0	3	61
12	7	1	0	13	4
9	22	2	0	8	25
8	38	2	0	8	41
13	18	1	0	13	14
4	15	1	0	5	12
11	19	1	0	12	16
9	8	1	0	10	5
5	27	2	0	4	30
