18	17	1	0	17	13
4	61	1	0	4	57
12	20	2	0	11	23
17	10	2	0	19	12
8	15	1	0	9	12
3	38	1	0	3	35
18	17	2	0	17	21
5	56	1	0	5	52
4	40	2	0	2	43
3	59	2	0	3	64
3	57	2	0	4	61
2	54	1	0	3	52
10	14	2	0	11	17
19	58	2	0	21	61
2	56	1	0	2	53
8	11	2	0	8	15
4	54	2	0	3	57
11	18	1	0	12	15
6	55	1	0	5	52
6	49	1	0	4	45
4	61	2	0	5	64
3	61	1	0	3	58
7	64	2	0	9	56
10	25	1	0	9	22
1	55	2	0	2	59
4	57	2	0	4	61
2	48	2	0	2	53
7	14	2	0	7	18
4	20	2	0	3	23
12	60	2	0	15	63
9	26	1	0	8	23
14	21	2	0	12	23
22	14	1	0	23	12
4	43	2	0	3	46
5	7	2	0	6	10
2	28	2	0	4	32
2	43	1	0	3	41
2	54	2	0	3	58
8	55	2	0	6	59
11	18	2	0	12	21
16	18	2	0	15	21
14	59	2	0	15	61
13	10	2	0	15	12
14	6	2	0	14	10
6	56	2	0	7	59
7	58	2	0	7	62
17	13	2	0	18	16
5	26	2	0	3	30
2	14	2	0	3	18
4	23	2	0	2	27
6	63	1	0	7	60
10	19	2	0	10	23
12	11	1	0	13	8
1	62	1	0	1	59
25	12	1	0	25	8
12	24	1	0	10	20
4	17	2	0	4	21
4	58	1	0	4	54
5	35	2	0	6	37
18	56	2	0	19	58
2	53	1	0	3	51
6	38	1	0	7	34
8	41	1	0	7	38
2	29	2	0	4	33
10	5	1	0	10	1
1	43	1	0	2	41
4	26	1	0	2	22
1	37	1	0	2	35
20	14	1	0	20	11
15	8	2	0	15	12
3	43	2	0	1	48
4	60	2	0	5	63
16	7	1	0	11	20
1	61	2	0	4	47
2	64	1	0	2	61
10	11	1	0	11	8
19	58	1	0	9	56
2	52	1	0	2	49
5	52	1	0	4	49
9	18	1	0	10	15
3	26	2	0	4	31
1	42	2	0	1	47
2	62	1	0	3	60
8	17	2	0	9	20
18	19	2	0	17	23
2	37	1	0	3	35
10	11	2	0	10	15
16	17	1	0	15	12
13	7	1	0	13	3
15	63	2	0	9	56
3	15	1	0	4	13
9	62	2	0	7	56
5	52	2	0	3	56
9	58	1	0	10	55
3	64	1	0	3	61
1	49	1	0	1	46
6	11	2	0	6	15
3	15	2	0	4	19
8	55	1	0	6	51
15	11	2	0	17	13
1	54	1	0	2	52
7	18	2	0	7	22
3	24	2	0	5	28
1	38	2	0	1	43
1	39	2	0	2	43
4	39	2	0	5	41
4	40	1	0	3	36
11	23	2	0	11	20
3	51	1	0	2	49
4	31	1	0	5	27
12	16	1	0	12	12
3	29	1	0	5	27
2	50	2	0	2	55
2	20	2	0	3	25
5	39	2	0	5	42
6	52	2	0	4	56
2	51	2	0	2	56
2	25	1	0	4	23
15	19	1	0	14	14
12	8	2	0	13	11
6	45	1	0	5	42
18	16	2	0	17	20
4	58	2	0	4	62
3	14	2	0	3	19
7	61	1	0	7	57
7	35	2	0	8	37
6	13	2	0	6	17
3	59	1	0	3	56
5	58	2	0	5	62
6	14	1	0	7	11
5	15	2	0	5	19
2	24	1	0	4	22
6	41	2	0	5	44
2	30	1	0	4	28
17	61	1	0	20	58
7	60	1	0	7	56
13	20	2	0	11	22
5	34	2	0	5	37
6	59	2	0	6	63
3	18	1	0	3	15
2	55	1	0	2	52
18	21	2	0	16	24
5	41	2	0	3	45
10	16	2	0	11	19
10	19	1	0	11	16
12	10	1	0	13	7
13	3	1	0	14	2
7	58	1	0	8	55
1	57	1	0	2	55
4	45	2	0	2	49
3	43	1	0	1	40
3	39	1	0	3	36
4	47	2	0	2	51
14	24	1	0	11	20
19	11	2	0	21	14
5	37	2	0	6	39
4	36	1	0	4	31
13	14	2	0	14	16
6	27	1	0	5	24
11	16	2	0	11	20
5	16	2	0	5	20
5	1	2	0	5	7
8	62	2	0	4	47
14	14	2	0	15	16
8	19	2	0	8	23
6	23	2	0	4	27
6	21	2	0	5	24
6	14	2	0	6	18
10	9	2	0	11	12
5	59	1	0	5	55
18	58	1	0	14	59
6	9	1	0	7	6
4	25	1	0	2	21
3	55	1	0	1	52
12	16	2	0	13	19
4	22	1	0	3	19
3	24	1	0	4	21
8	57	1	0	8	53
5	40	1	0	4	36
4	38	2	0	4	41
3	47	1	0	1	44
13	12	1	0	14	7
2	58	2	0	2	63
1	31	2	0	1	36
2	49	2	0	3	53
7	54	1	0	6	51
1	46	1	0	1	43
15	19	2	0	14	22
10	63	1	0	13	60
12	13	2	0	12	17
13	10	1	0	11	20
6	39	1	0	7	35
10	9	1	0	10	5
17	13	1	0	18	8
19	21	1	0	17	18
6	15	1	0	6	11
14	57	1	0	9	56
6	5	1	0	7	2
3	18	2	0	3	23
3	20	1	0	5	18
9	55	2	0	8	58
11	20	2	0	9	24
16	16	2	0	15	19
8	19	1	0	8	15
5	27	1	0	3	23
3	45	1	0	2	43
17	12	2	0	19	14
3	28	1	0	5	26
10	53	1	0	8	49
7	46	1	0	6	43
9	52	1	0	7	48
1	52	1	0	1	49
19	17	1	0	18	13
7	35	1	0	4	47
6	18	1	0	6	14
9	12	1	0	10	9
5	50	1	0	3	46
3	25	2	0	5	29
2	57	2	0	2	62
3	26	1	0	5	24
6	52	1	0	5	49
3	19	1	0	3	16
3	35	2	0	3	40
13	60	1	0	9	56
10	20	2	0	8	24
8	45	1	0	7	42
4	62	1	0	4	58
17	64	1	0	20	61
1	45	2	0	2	49
4	53	2	0	3	56
4	19	2	0	4	23
4	30	2	0	3	32
9	52	2	0	8	55
2	59	1	0	3	57
16	56	1	0	9	56
1	53	2	0	2	57
7	24	2	0	6	27
2	64	2	0	4	47
5	46	1	0	3	42
7	48	2	0	5	52
16	14	1	0	17	10
18	10	2	0	19	14
8	53	2	0	7	56
22	8	2	0	22	12
3	29	2	0	5	33
4	59	1	0	5	56
9	35	1	0	3	30
12	59	1	0	9	56
4	16	1	0	5	13
6	58	2	0	7	61
12	59	2	0	13	62
8	49	1	0	7	46
14	23	1	0	11	19
3	27	1	0	4	24
5	61	1	0	5	57
1	35	2	0	1	40
2	19	1	0	3	17
6	17	2	0	6	21
2	26	2	0	3	31
9	58	2	0	10	61
7	28	1	0	5	24
8	62	1	0	11	59
18	13	1	0	20	10
2	19	2	0	3	23
17	21	2	0	14	24
18	8	1	0	16	16
13	62	1	0	16	59
14	59	1	1	15	55
3	45	2	0	2	49
5	28	2	0	3	32
4	21	1	0	2	17
9	14	2	0	10	17
9	26	2	0	11	20
9	18	2	0	10	21
3	54	1	0	2	52
5	55	2	0	4	58
4	54	1	0	3	51
7	13	2	0	7	17
7	10	2	0	8	13
3	48	2	0	1	53
4	33	2	0	4	36
3	58	1	0	4	56
1	56	2	0	2	60
2	24	2	0	4	28
12	14	1	0	12	10
6	27	2	0	11	20
15	22	1	0	12	17
7	48	1	0	6	45
17	16	1	0	17	12
14	2	1	0	11	20
3	33	1	0	4	31
5	29	2	0	3	30
11	8	2	0	12	11
7	62	2	0	9	56
4	25	2	0	2	29
8	13	2	0	9	16
3	25	1	0	4	22
2	47	1	0	2	44
7	36	2	0	8	38
4	55	2	0	2	59
17	63	2	0	9	56
4	39	1	0	4	34
1	40	1	0	2	38
11	52	1	0	10	49
3	54	2	0	2	58
1	41	1	0	1	38
11	57	2	0	12	60
6	59	1	0	7	56
7	7	1	0	8	4
17	20	2	0	14	23
7	55	1	0	6	52
3	53	2	0	1	58
11	10	1	0	12	7
5	35	1	0	6	31
8	21	1	0	6	17
7	42	2	0	5	46
3	46	1	0	2	44
1	44	1	0	1	41
2	17	2	0	3	21
12	7	2	0	13	10
14	18	2	0	14	20
3	23	1	0	4	20
4	34	1	0	4	29
1	58	2	0	1	63
3	62	1	0	3	59
11	17	2	0	11	21
2	30	2	0	4	34
7	24	1	0	6	21
8	59	1	0	8	55
9	11	2	0	10	14
4	24	2	0	3	27
2	45	2	0	3	49
6	36	1	0	6	31
5	48	2	0	4	51
2	22	2	0	3	27
4	52	2	0	2	56
6	23	1	0	5	20
4	27	2	0	3	30
5	61	2	0	6	64
5	32	1	0	3	30
5	36	1	0	6	32
3	42	2	0	2	46
19	12	2	0	20	16
4	19	1	0	5	16
8	27	1	0	6	23
24	10	2	0	25	13
1	50	2	0	1	55
5	31	1	0	3	30
6	47	1	0	4	43
11	19	2	0	11	23
2	59	2	0	3	63
3	27	2	0	3	30
6	63	2	0	4	47
12	63	1	0	15	60
3	12	1	0	4	10
12	15	1	0	12	11
3	61	2	0	9	56
5	59	2	0	6	62
6	36	2	0	6	39
4	43	1	0	3	40
5	14	2	0	5	18
1	50	1	0	1	47
6	35	2	0	6	38
20	10	2	0	22	14
3	50	2	0	1	55
3	58	2	0	3	63
2	33	1	0	2	30
11	24	1	0	10	21
9	56	1	0	10	53
1	40	2	0	2	44
5	60	2	0	6	63
4	50	1	0	3	47
7	55	2	0	5	59
13	6	2	0	13	10
17	9	1	0	14	10
12	12	1	0	12	8
3	44	1	0	1	41
11	6	1	0	12	3
23	12	1	0	24	9
8	11	1	0	9	8
9	24	1	0	8	21
2	39	2	0	2	44
7	27	2	0	16	16
2	17	1	0	2	14
11	62	1	0	14	59
2	26	1	0	4	24
4	59	2	0	5	62
