0.8235295	0.827451	0.827451	0.827451	0.8235295	0.80784315	0.79607844	0.78039217	0.75686276	0.73333335	0.7137255	0.7058823	0.7058823	0.7058823	0.70980394	0.7137255	0.7137255	0.7137255	0.7176471	0.7137255	0.7176471	0.70980394	0.70980394	0.7019608	0.69411767	0.6862745	0.68235296	0.6745098	0.65882355	0.6549019	0.63529414	0.62352943	0.627451	0.6196079	0.62352943	0.6196079	0.627451	0.63529414	0.6431373	0.65882355	0.6666666	0.68235296	0.6901961	0.6862745	0.69411767	0.69411767	0.6862745	0.6784314	0.6666666	0.6509804	0.6431373	0.63529414	0.627451	0.63137263	0.63137263	0.63137263	0.63137263	0.63137263	0.63921577	0.6431373	0.64705884	0.6509804	0.6549019	0.6549019	0.6549019	0.6509804	0.6509804	0.6549019	0.65882355	0.6549019	0.65882355	0.6549019	0.6549019	0.6509804	0.64705884	0.6509804	0.6431373	0.64705884	0.64705884	0.6431373	0.6431373	0.63921577	0.63137263	0.627451	0.6196079	0.60784316	0.6039216	0.6	0.6	0.6039216	0.6156863	0.6509804	0.69411767	0.7372549	0.76862746	0.7882353	0.79607844	0.79607844	0.79607844	0.7921569
0.80784315	0.81960785	0.81568635	0.8039216	0.7921569	0.7647059	0.745098	0.72156864	0.69411767	0.6745098	0.65882355	0.65882355	0.6666666	0.7137255	0.6862745	0.6627451	0.6627451	0.6666666	0.6627451	0.65882355	0.65882355	0.6431373	0.6431373	0.63137263	0.627451	0.62352943	0.60784316	0.59607846	0.59215695	0.5764706	0.57254905	0.5686275	0.5686275	0.56078434	0.56078434	0.56078434	0.5568628	0.56078434	0.57254905	0.58039224	0.5882353	0.5882353	0.5137255	0.45882356	0.47058827	0.59607846	0.6	0.59215695	0.57254905	0.5686275	0.5686275	0.5647059	0.56078434	0.5568628	0.5568628	0.5529412	0.56078434	0.5686275	0.57254905	0.58039224	0.58039224	0.5882353	0.59215695	0.59215695	0.59215695	0.5882353	0.59215695	0.59215695	0.59607846	0.6	0.6	0.6	0.59607846	0.59215695	0.59607846	0.59215695	0.5882353	0.5882353	0.59607846	0.5882353	0.5882353	0.58431375	0.58039224	0.5764706	0.5686275	0.5686275	0.5647059	0.5647059	0.5647059	0.5647059	0.5686275	0.5764706	0.6196079	0.6627451	0.7137255	0.7490196	0.77254903	0.7882353	0.7882353	0.7882353
0.8039216	0.8	0.7882353	0.77647066	0.7490196	0.70980394	0.6745098	0.64705884	0.63137263	0.62352943	0.62352943	0.627451	0.68235296	0.84313726	0.7843138	0.62352943	0.62352943	0.6156863	0.6156863	0.60784316	0.6039216	0.5882353	0.58039224	0.5686275	0.56078434	0.5529412	0.54901963	0.54509807	0.53333336	0.5294118	0.5254902	0.5176471	0.5176471	0.5176471	0.5137255	0.5137255	0.49411765	0.31764707	0.27450982	0.27058825	0.27450982	0.25882354	0.21960784	0.18039216	0.18431373	0.34509805	0.48235294	0.52156866	0.5176471	0.5137255	0.56078434	0.6745098	0.5372549	0.5137255	0.5137255	0.5137255	0.50980395	0.5176471	0.5254902	0.5294118	0.5411765	0.5529412	0.5411765	0.5411765	0.54509807	0.54509807	0.54901963	0.54901963	0.54901963	0.5529412	0.5058824	0.38039216	0.3137255	0.30588236	0.29019612	0.25882354	0.19607845	0.20392159	0.5019608	0.5372549	0.5372549	0.5372549	0.53333336	0.54509807	0.5764706	0.59215695	0.6	0.6039216	0.6039216	0.6039216	0.58431375	0.5411765	0.54509807	0.56078434	0.6039216	0.65882355	0.7137255	0.7529412	0.77254903	0.78039217
0.7882353	0.78039217	0.7529412	0.7176471	0.6862745	0.64705884	0.6196079	0.6039216	0.59215695	0.59215695	0.59607846	0.68235296	0.81960785	0.84705883	0.7058823	0.59215695	0.58431375	0.5764706	0.5686275	0.5568628	0.54901963	0.5411765	0.5294118	0.52156866	0.5176471	0.5137255	0.5137255	0.5137255	0.50980395	0.50980395	0.50980395	0.50980395	0.50980395	0.5058824	0.48627454	0.31764707	0.22352943	0.105882354	0.0627451	0.050980397	0.047058824	0.050980397	0.07450981	0.11764707	0.121568635	0.12941177	0.3137255	0.5058824	0.5137255	0.5568628	0.7254902	0.827451	0.57254905	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5137255	0.5176471	0.5882353	0.64705884	0.6627451	0.5647059	0.5176471	0.52156866	0.36078432	0.16862746	0.16078432	0.14901961	0.14509806	0.14117648	0.13333334	0.12941177	0.105882354	0.098039225	0.09019608	0.121568635	0.4	0.50980395	0.5137255	0.50980395	0.50980395	0.58431375	0.72156864	0.79607844	0.827451	0.8392157	0.84705883	0.8509804	0.81568635	0.7019608	0.5568628	0.5137255	0.5137255	0.54509807	0.6039216	0.6745098	0.73333335	0.7607843
0.76862746	0.7529412	0.70980394	0.6549019	0.6117647	0.59215695	0.58039224	0.5764706	0.5764706	0.6196079	0.6549019	0.8352941	0.8039216	0.62352943	0.57254905	0.54901963	0.5372549	0.5254902	0.28235295	0.121568635	0.098039225	0.09411765	0.08627451	0.17647058	0.39607844	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.4392157	0.22745098	0.10980392	0.08627451	0.18039216	0.3333333	0.40392157	0.4	0.4	0.41568628	0.43137258	0.43137258	0.43529412	0.49411765	0.5882353	0.7882353	0.8392157	0.7882353	0.7411765	0.5411765	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.54509807	0.85882354	0.9137255	0.84705883	0.6431373	0.53333336	0.34509805	0.15294118	0.14509806	0.13725491	0.14117648	0.17254902	0.21176471	0.2	0.16470589	0.16470589	0.22745098	0.29803923	0.3019608	0.40392157	0.4627451	0.5019608	0.5058824	0.5254902	0.58039224	0.6117647	0.62352943	0.63137263	0.63137263	0.6431373	0.745098	0.8980392	0.81960785	0.5647059	0.5176471	0.49803925	0.5176471	0.5686275	0.6431373	0.7137255
0.745098	0.70980394	0.64705884	0.59215695	0.5647059	0.5568628	0.56078434	0.56078434	0.60784316	0.7607843	0.8117647	0.745098	0.58039224	0.5294118	0.52156866	0.5137255	0.49411765	0.16862746	0.043137256	0.023529412	0.019607844	0.019607844	0.019607844	0.023529412	0.07450981	0.32941177	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.4392157	0.21176471	0.09411765	0.1254902	0.32156864	0.4627451	0.49803925	0.5058824	0.5058824	0.50980395	0.50980395	0.54509807	0.6862745	0.76862746	0.78039217	0.77254903	0.7647059	0.7921569	0.65882355	0.52156866	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.68235296	0.890196	0.94509804	0.9490196	0.827451	0.6196079	0.50980395	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5019608	0.41960785	0.28627452	0.27058825	0.3333333	0.45882356	0.48627454	0.49411765	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5568628	0.67058825	0.827451	0.81568635	0.62352943	0.5058824	0.49803925	0.5058824	0.5568628	0.63529414
0.7019608	0.64705884	0.5882353	0.5372549	0.5372549	0.5411765	0.5411765	0.5647059	0.7294118	0.7607843	0.6666666	0.54509807	0.50980395	0.5058824	0.5058824	0.4901961	0.11372549	0.019607844	0.03137255	0.13333334	0.23529413	0.21176471	0.15686275	0.047058824	0.015686275	0.07058824	0.49411765	0.5058824	0.5058824	0.5058824	0.5058824	0.49803925	0.32941177	0.19215687	0.30588236	0.4392157	0.49803925	0.5058824	0.5058824	0.5411765	0.6549019	0.7254902	0.745098	0.7529412	0.745098	0.7372549	0.7372549	0.7137255	0.5372549	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.4901961	0.45098042	0.42352942	0.44313726	0.5019608	0.6196079	0.8117647	0.9333334	0.9686274	0.9490196	0.6549019	0.50980395	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.49803925	0.41960785	0.25490198	0.10980392	0.07058824	0.078431375	0.13333334	0.18431373	0.28235295	0.427451	0.48627454	0.5058824	0.5058824	0.49803925	0.48627454	0.4666667	0.5058824	0.6039216	0.6039216	0.53333336	0.5058824	0.5019608	0.49411765	0.50980395	0.56078434
0.6549019	0.5882353	0.5294118	0.5176471	0.52156866	0.52156866	0.52156866	0.6509804	0.7058823	0.627451	0.52156866	0.5058824	0.5058824	0.5058824	0.43137258	0.23529413	0.015686275	0.023529412	0.19607845	0.38039216	0.49411765	0.49803925	0.49803925	0.43137258	0.043137256	0.015686275	0.13725491	0.49803925	0.5058824	0.5058824	0.5058824	0.5058824	0.48235294	0.45098042	0.49803925	0.5058824	0.5058824	0.50980395	0.5764706	0.7176471	0.7058823	0.69411767	0.7019608	0.69803923	0.6196079	0.5019608	0.49803925	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.49803925	0.36078432	0.18039216	0.12941177	0.08627451	0.07450981	0.08235294	0.1882353	0.23529413	0.3764706	0.68235296	0.8745098	0.9372549	0.86274517	0.6117647	0.50980395	0.5058824	0.5058824	0.5058824	0.5058824	0.4784314	0.32941177	0.1254902	0.03529412	0.03137255	0.05490196	0.07450981	0.06666667	0.05490196	0.09019608	0.098039225	0.21568629	0.40784317	0.44705886	0.38039216	0.25882354	0.20392159	0.45098042	0.5058824	0.5058824	0.5058824	0.5019608	0.49803925	0.49411765	0.4901961	0.5058824
0.6	0.5411765	0.50980395	0.5137255	0.50980395	0.50980395	0.5294118	0.68235296	0.6509804	0.5176471	0.5058824	0.5058824	0.5058824	0.5058824	0.22745098	0.039215688	0.023529412	0.21960784	0.5019608	0.5019608	0.5058824	0.5058824	0.5058824	0.5058824	0.40392157	0.019607844	0.02745098	0.4392157	0.5058824	0.5058824	0.5254902	0.5568628	0.5058824	0.5058824	0.5058824	0.5058824	0.53333336	0.627451	0.6627451	0.6901961	0.6117647	0.44705886	0.24313727	0.16862746	0.16862746	0.14901961	0.2627451	0.45490196	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.45882356	0.32156864	0.11764707	0.043137256	0.043137256	0.050980397	0.0627451	0.047058824	0.043137256	0.0627451	0.15294118	0.27450982	0.5294118	0.79607844	0.8784314	0.7490196	0.6	0.5058824	0.5058824	0.5058824	0.4901961	0.29803923	0.078431375	0.023529412	0.05490196	0.11372549	0.21176471	0.26666668	0.25490198	0.18039216	0.11372549	0.078431375	0.07450981	0.07058824	0.08235294	0.08235294	0.10980392	0.28235295	0.4901961	0.5058824	0.5058824	0.5019608	0.49803925	0.49411765	0.4901961	0.48235294	0.4745098
0.5568628	0.5137255	0.5058824	0.5058824	0.5058824	0.5058824	0.5764706	0.6431373	0.58039224	0.5058824	0.5058824	0.5058824	0.5058824	0.3372549	0.09411765	0.03529412	0.16862746	0.43529412	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.5058824	0.47058827	0.058823533	0.023529412	0.14509806	0.49411765	0.5058824	0.6039216	0.67058825	0.5529412	0.5058824	0.5058824	0.5058824	0.5254902	0.6039216	0.6196079	0.52156866	0.36862746	0.121568635	0.098039225	0.08235294	0.08627451	0.098039225	0.19215687	0.29803923	0.4627451	0.5058824	0.5058824	0.5058824	0.5058824	0.35686275	0.16470589	0.11764707	0.13725491	0.27450982	0.38431373	0.41568628	0.29019612	0.121568635	0.043137256	0.03137255	0.0627451	0.3019608	0.5529412	0.68235296	0.8235295	0.7372549	0.5137255	0.5058824	0.5058824	0.36862746	0.10196079	0.03529412	0.07450981	0.23137255	0.427451	0.5058824	0.5058824	0.5058824	0.4666667	0.36078432	0.28235295	0.16862746	0.16078432	0.22352943	0.22352943	0.26666668	0.48627454	0.5058824	0.5058824	0.5372549	0.5882353	0.49411765	0.48627454	0.4784314	0.47058827	0.4627451
